programid,concertnumber,eventtype,location,venue,date,time
5895,2,Subscription Season,"Baltimore, MD",Lyric Theatre,1932-10-25,20:30
5918,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-27,20:45
5918,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-28,14:30
5918,3,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-10-30,15:00
6301,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-02,20:45
6308,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-03,20:45
6308,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-04,14:30
6312,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-06,15:00
6317,1,Runout,"Philadelphia, PA",Academy of Music,1932-11-07,20:15
6325,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-10,20:45
6325,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-11,14:30
6325,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-13,15:00
4208,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-11-12,11:00
6330,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-16,20:45
6330,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-18,14:30
6330,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-19,20:45
6334,1,Runout,"Greenwich, CT",Pickwick Theatre,1932-11-17,20:30
4213,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-11-19,11:00
6336,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-11-20,15:00
6340,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-24,20:45
6340,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-11-25,14:30
4218,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-11-26,11:00
5677,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-11-27,15:00
6728,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-01,20:45
6728,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-02,14:30
1145,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-12-03,11:00
6732,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-03,20:45
6735,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-04,15:00
6737,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-08,20:45
6737,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-09,14:30
1150,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-12-10,11:00
6745,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-11,15:00
6750,1,Tour,"Philadelphia, PA",Academy of Music,1932-12-12,20:15
6756,1,Tour,"Washington, DC",Constitution Hall,1932-12-13,16:30
6761,1,Tour,"Baltimore, MD",Lyric Theatre,1932-12-14,20:30
1154,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-12-17,11:00
6766,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-12-18,15:00
2637,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-22,20:45
2637,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-23,14:30
2644,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-24,20:45
2654,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-25,15:00
2661,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-29,20:45
2661,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-30,14:30
2661,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-12-31,20:45
1964,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-01,15:00
1975,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-04,20:45
1975,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-06,14:30
4873,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-01-07,11:00
1981,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1933-01-08,15:00
1986,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-12,20:45
1986,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-13,14:30
1994,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-14,20:45
1994,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-15,15:00
1996,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-19,20:45
1996,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-20,14:30
4878,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-01-21,11:00
2001,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-21,20:45
2006,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1933-01-22,15:00
2011,1,Tour,"Philadelphia, PA",Academy of Music,1933-01-23,20:15
6358,1,Tour,"Washington, DC",Constitution Hall,1933-01-24,16:45
13500,1,Tour,"Baltimore, MD",Lyric Theatre,1933-01-25,20:30
6363,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-01-27,20:45
6368,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1933-01-29,15:00
2392,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-02,20:45
2392,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-03,14:30
1832,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-02-04,11:00
2399,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-02-04,20:45
2399,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-05,15:00
2402,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-09,20:45
2402,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-10,14:30
2408,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-02-11,20:45
2417,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-12,15:00
2422,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-16,20:45
2422,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-17,14:30
2428,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-18,20:45
2430,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1933-02-19,15:00
10119,1,Private Concert,"Manhattan, NY",Flagler Residence,1933-02-22,21:00
2433,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-23,20:45
2433,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-02-24,14:30
1838,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-02-25,11:00
3362,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1933-02-26,15:00
2810,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-01,20:45
2810,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-03,14:30
2810,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-05,15:00
10120,1,Private Concert,"Manhattan, NY",Flagler Residence,1933-03-03,21:00
2816,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-03-04,20:45
2820,1,Tour,"Philadelphia, PA",Academy of Music,1933-03-06,20:15
13498,1,Tour,"Washington, DC",Constitution Hall,1933-03-07,16:45
13499,1,Tour,"Baltimore, MD",Lyric Theatre,1933-03-08,20:30
6231,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-03-11,11:00
2826,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1933-03-12,15:00
10121,1,Private Concert,"Manhattan, NY",Berwind Residence,1933-03-15,21:00
13594,1,Runout,"Hartford, CT",Bushnell Auditorium,1933-03-15,20:15
2831,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-16,20:45
2831,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-17,14:30
6237,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-03-18,11:00
2838,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1933-03-19,15:00
2847,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-23,20:45
2847,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-24,14:30
2853,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-03-25,20:45
2858,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-26,15:00
301,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-30,20:45
301,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-03-31,14:30
301,3,Student Concert,"Manhattan, NY",Carnegie Hall,1933-04-01,20:45
3249,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-02,15:00
3253,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-05,20:45
3253,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-07,14:30
3258,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-04-08,20:45
3263,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-09,15:00
3272,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-12,14:30
3272,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-13,20:45
3275,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-04-15,20:45
3282,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-16,15:00
3288,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-20,20:45
3288,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-21,14:30
3298,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-04-22,20:45
4676,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-04-23,15:00
12363,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-06-29,20:30
12364,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1933-06-30,20:30
12365,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1933-07-01,20:30
12366,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1933-07-02,20:30
12367,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-03,20:30
12368,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-04,20:30
12369,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-05,20:30
12370,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-06,20:30
12370,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-07,20:30
12371,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-08,20:30
12372,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-09,20:30
12373,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-10,20:30
12374,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-11,20:30
12375,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-12,20:30
12376,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-13,20:30
12377,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-14,20:30
12378,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-15,20:30
12379,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-16,20:30
12380,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-17,20:30
12381,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-18,20:30
12382,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-19,20:30
12385,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-20,20:30
12386,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-21,20:30
12387,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-22,20:30
12388,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-23,20:30
12389,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-24,20:30
12389,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-26,20:30
12390,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1933-07-25,20:30
12391,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-27,20:30
12392,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-28,20:30
12393,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-29,20:30
13100,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-30,20:30
13101,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-07-31,20:30
13102,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-01,20:30
13111,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-02,20:30
13112,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-03,20:30
13113,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-04,20:30
13114,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-05,20:30
13115,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-06,20:30
13117,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1933-08-08,20:30
13116,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-09,20:30
13116,2,None,None,None,1933-08-10,20:30
13118,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-11,20:30
13119,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-12,20:30
13120,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-13,20:30
13121,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-14,20:30
13122,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-15,20:30
13122,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-16,20:30
13123,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-17,20:30
13124,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-18,20:30
13124,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-19,20:30
13125,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-20,20:30
13126,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1933-08-21,20:30
13128,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-22,20:30
13127,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-23,20:30
13129,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-28,20:30
13131,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-29,20:30
13130,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1933-08-30,20:30
4493,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-05,20:45
4493,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-06,14:30
6235,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-10-07,20:45
4499,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-08,15:00
4500,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-12,20:45
4500,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-13,14:30
6240,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-10-14,20:45
4504,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-15,15:00
6243,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-19,20:45
6243,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-20,14:30
7929,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-10-21,20:45
4515,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-22,15:00
4519,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-26,20:45
4519,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-27,14:30
6248,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-10-28,20:45
4524,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-10-29,15:00
4909,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-02,20:45
4909,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-03,14:30
4912,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-05,15:00
4918,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-09,20:45
4918,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-10,14:30
4922,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-12,15:00
4928,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-15,20:45
4928,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-17,14:30
6660,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-11-18,20:45
4935,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-19,15:00
4942,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-23,20:45
4942,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-24,14:30
6665,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-11-25,20:45
4951,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-26,15:00
4957,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-11-30,20:45
4957,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-01,14:30
5354,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-03,15:00
5359,1,Special,"Manhattan, NY",Carnegie Hall,1933-12-06,20:45
5363,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-07,20:45
5363,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-08,14:30
5365,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-10,15:00
5369,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-14,20:45
5369,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-15,14:30
7110,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-12-16,20:45
2107,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1933-12-16,11:00
12535,1,Chamber Concert (Private),"Manhattan, NY",Grand Masonic Lodge,1933-12-16,
5375,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-21,20:45
5375,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-22,14:30
5375,3,Student Concert,"Manhattan, NY",Carnegie Hall,1933-12-23,20:45
5381,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-24,15:00
5388,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-28,20:45
5388,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-29,14:30
7123,1,Student Concert,"Manhattan, NY",Carnegie Hall,1933-12-30,20:45
5393,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1933-12-31,15:00
547,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-03,20:45
547,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-05,14:30
2311,1,Student Concert,"Manhattan, NY",Carnegie Hall,1934-01-06,20:45
553,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-07,15:00
561,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-11,20:45
561,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-12,14:30
5784,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1934-01-13,11:00
573,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-14,15:00
578,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-18,20:45
578,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-19,14:30
5789,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1934-01-20,11:00
583,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-21,15:00
593,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-25,20:45
593,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-26,14:30
2316,1,Student Concert,"Manhattan, NY",Carnegie Hall,1934-01-27,20:45
596,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-01-28,15:00
970,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-01,20:45
970,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-02,14:30
2754,1,Student Concert,"Manhattan, NY",Carnegie Hall,1934-02-03,20:45
980,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-04,15:00
983,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-08,20:45
983,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-09,14:30
2775,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1934-02-10,11:00
989,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-11,15:00
994,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-15,20:45
994,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-16,14:30
994,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-18,15:00
2780,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1934-02-17,11:00
1000,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-22,20:45
1000,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-23,14:30
2755,1,Student Concert,"Manhattan, NY",Carnegie Hall,1934-02-24,20:45
1004,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-25,15:00
1009,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-02-28,20:45
1009,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-02,14:30
3181,1,Student Concert,"Manhattan, NY",Carnegie Hall,1934-03-03,20:45
1397,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-04,15:00
1402,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-08,20:45
1402,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-09,14:30
1402,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-11,15:00
7135,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1934-03-10,11:00
1407,1,Runout,"Hartford, CT",Bushnell Auditorium,1934-03-14,20:15
1412,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-15,20:45
1412,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-16,14:30
1412,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1934-03-18,15:00
